RecordID,Season,Team,Conference,NET Rank,BaseScore,BandScore,PUScore,FinalScore,RankOrder,PredictedSeed,q1_quality_score,q2_quality_score,q3_risk_score,q4_risk_score,quality_win_score,ridge_score
2025-26-Duquesne,2025-26,Duquesne,Atlantic 10,133,13.389922533857135,0.0,0.0,13.389922533857135,118,0,-3.5,3.0,-5.0,0.5,10.0,13.389922533857135
2025-26-BYU,2025-26,BYU,Big 12,23,50.81228601894149,0.0,0.0,50.81228601894149,18,18,26.5,23.0,3.0,2.5,51.0,50.81228601894149
2025-26-Marshall,2025-26,Marshall,Sun Belt,171,5.989591847139987,0.0,0.0,5.989591847139987,165,0,-0.5,0.0,-4.0,-14.5,8.5,5.989591847139987
2025-26-Tennessee,2025-26,Tennessee,SEC,20,50.16188596937744,0.0,0.0,50.16188596937744,21,21,22.0,17.0,3.0,3.5,42.0,50.16188596937744
2025-26-Queens (NC),2025-26,Queens (NC),ASUN,189,9.606011793951325,0.0,0.0,9.606011793951325,137,0,-2.5,-1.0,-5.5,-7.0,2.0,9.606011793951325
2025-26-IU Indy,2025-26,IU Indy,Horizon,319,-9.074545893185011,0.0,0.0,-9.074545893185011,338,0,-1.0,-2.0,-12.0,-47.0,3.0,-9.074545893185011
2025-26-ULM,2025-26,ULM,Sun Belt,355,-10.313909609657301,0.0,0.0,-10.313909609657301,349,0,-0.5,-4.0,-22.5,-47.0,0.0,-10.313909609657301
2025-26-Providence,2025-26,Providence,Big East,81,22.90028954806952,0.0,0.0,22.90028954806952,80,0,0.5,1.0,2.0,2.0,18.5,22.90028954806952
2025-26-Memphis,2025-26,Memphis,American,134,12.424313502682185,0.0,0.0,12.424313502682185,120,0,-3.5,0.0,-2.5,-9.0,10.0,12.424313502682185
2025-26-Southern Ill.,2025-26,Southern Ill.,MVC,120,5.950623482516761,0.0,0.0,5.950623482516761,166,0,8.5,3.0,-17.0,-0.5,18.5,5.950623482516761
2025-26-Col. of Charleston,2025-26,Col. of Charleston,CAA,162,9.129883178849994,0.0,0.0,9.129883178849994,140,0,-0.5,3.0,-11.0,3.0,9.0,9.129883178849994
2025-26-Liberty,2025-26,Liberty,CUSA,106,14.308587834561955,0.0,0.0,14.308587834561955,113,0,4.0,3.0,-1.0,-2.5,15.5,14.308587834561955
2025-26-Bradley,2025-26,Bradley,MVC,113,11.68590281406069,0.0,0.0,11.68590281406069,123,0,-1.0,4.0,-1.0,0.0,16.5,11.68590281406069
2025-26-Oakland,2025-26,Oakland,Horizon,175,2.5351453574810705,0.0,0.0,2.5351453574810705,196,0,-3.0,-1.0,-0.5,-20.0,7.0,2.5351453574810705
2025-26-Central Conn. St.,2025-26,Central Conn. St.,NEC,289,-3.54611300242788,0.0,0.0,-3.54611300242788,269,0,-0.5,3.0,-6.5,-25.0,3.5,-3.54611300242788
2025-26-Syracuse,2025-26,Syracuse,ACC,86,28.238104389201382,0.0,0.0,28.238104389201382,63,63,-1.0,9.0,-4.5,3.5,17.0,28.238104389201382
2025-26-UC Riverside,2025-26,UC Riverside,Big West,273,-2.790621349772742,0.0,0.0,-2.790621349772742,257,0,-1.5,-5.0,-20.5,-17.0,2.0,-2.790621349772742
2025-26-Florida St.,2025-26,Florida St.,ACC,62,28.89418709086141,0.0,0.0,28.89418709086141,59,59,9.0,13.0,2.0,-0.5,29.0,28.89418709086141
2025-26-Southern California,2025-26,Southern California,Big Ten,79,28.59587848525856,0.0,0.0,28.59587848525856,61,61,0.0,17.0,3.5,1.5,27.5,28.59587848525856
2025-26-Howard,2025-26,Howard,MEAC,203,4.906428630692517,0.0,0.0,4.906428630692517,175,0,-1.0,1.0,1.0,-15.5,3.5,4.906428630692517
2025-26-UMES,2025-26,UMES,MEAC,351,-5.339056926775349,0.0,0.0,-5.339056926775349,295,0,-2.5,-1.0,-5.0,-47.0,0.0,-5.339056926775349
2025-26-North Dakota St.,2025-26,North Dakota St.,Summit League,114,10.373807632048116,0.0,0.0,10.373807632048116,130,0,0.0,-1.0,-5.0,1.5,5.0,10.373807632048116
2025-26-Washington,2025-26,Washington,Big Ten,57,26.766800786604847,0.0,0.0,26.766800786604847,67,67,3.5,8.0,0.0,2.5,23.0,26.766800786604847
2025-26-Fordham,2025-26,Fordham,Atlantic 10,174,6.216631135664727,0.0,0.0,6.216631135664727,163,0,-1.5,3.0,-6.0,-16.0,9.0,6.216631135664727
2025-26-LMU (CA),2025-26,LMU (CA),WCC,179,7.088197092010297,0.0,0.0,7.088197092010297,153,0,-2.0,0.0,-6.5,-16.5,8.5,7.088197092010297
2025-26-Saint Louis,2025-26,Saint Louis,Atlantic 10,30,30.50492188493913,0.0,0.0,30.50492188493913,53,53,8.5,15.0,3.5,6.5,29.0,30.50492188493913
2025-26-Chattanooga,2025-26,Chattanooga,SoCon,288,-6.959522556538495,0.0,0.0,-6.959522556538495,311,0,-1.0,-1.0,-8.0,-44.0,2.0,-6.959522556538495
2025-26-VCU,2025-26,VCU,Atlantic 10,43,33.30450776370316,0.0,0.0,33.30450776370316,44,44,6.5,10.0,8.240000000000009,5.5,27.0,33.30450776370316
2025-26-Illinois St.,2025-26,Illinois St.,MVC,95,11.697612032204184,0.0,0.0,11.697612032204184,122,0,3.5,8.0,-5.5,-0.5,21.0,11.697612032204184
2025-26-New Orleans,2025-26,New Orleans,Southland,215,0.5009150092168326,0.0,0.0,0.5009150092168326,220,0,3.0,2.0,-11.5,-18.5,10.0,0.5009150092168326
2025-26-Northwestern,2025-26,Northwestern,Big Ten,66,25.75826849297864,0.0,0.0,25.75826849297864,69,0,2.5,1.0,3.5,2.5,19.0,25.75826849297864
2025-26-Temple,2025-26,Temple,American,167,4.311839840934454,0.0,0.0,4.311839840934454,177,0,-1.5,4.0,-20.5,-2.5,7.0,4.311839840934454
2025-26-Manhattan,2025-26,Manhattan,MAAC,329,-10.227131387921439,0.0,0.0,-10.227131387921439,348,0,-0.5,-2.0,-16.5,-35.0,1.0,-10.227131387921439
2025-26-UConn,2025-26,UConn,Big East,10,50.432611928359606,0.0,0.0,50.432611928359606,19,19,30.0,24.0,3.5,2.5,61.5,50.432611928359606
2025-26-Davidson,2025-26,Davidson,Atlantic 10,115,17.45595193665624,0.0,0.0,17.45595193665624,98,0,-2.5,7.0,-6.5,0.5,13.5,17.45595193665624
2025-26-UCF,2025-26,UCF,Big 12,51,36.82461679660678,0.0,0.0,36.82461679660678,39,39,18.5,15.0,4.0,3.0,39.0,36.82461679660678
2025-26-Merrimack,2025-26,Merrimack,MAAC,180,5.898352459496394,0.0,0.0,5.898352459496394,167,0,-1.0,-1.0,-11.0,1.5,4.0,5.898352459496394
2025-26-Bellarmine,2025-26,Bellarmine,ASUN,285,-4.134883624685237,0.0,0.0,-4.134883624685237,275,0,-1.0,-3.0,-12.5,-30.5,0.0,-4.134883624685237
2025-26-Stetson,2025-26,Stetson,ASUN,314,-7.051660020199655,0.0,0.0,-7.051660020199655,313,0,-1.5,-1.0,-20.0,-31.0,0.0,-7.051660020199655
2025-26-Michigan,2025-26,Michigan,Big Ten,2,60.70414776033153,0.0,0.0,60.70414776033153,3,3,57.0,18.0,6.0,1.5,64.0,60.70414776033153
2025-26-Murray St.,2025-26,Murray St.,MVC,105,15.969295853213413,0.0,0.0,15.969295853213413,108,0,-1.5,7.0,-4.0,5.0,16.0,15.969295853213413
2025-26-Virginia,2025-26,Virginia,ACC,12,54.57694552843844,0.0,0.0,54.57694552843844,12,12,34.0,24.0,5.0,3.5,59.5,54.57694552843844
2025-26-UMass Lowell,2025-26,UMass Lowell,America East,321,-8.870998243428758,0.0,0.0,-8.870998243428758,335,0,-1.5,-1.0,-17.5,-22.0,0.0,-8.870998243428758
2025-26-Lindenwood,2025-26,Lindenwood,OVC,262,0.5461060006983587,0.0,0.0,0.5461060006983587,219,0,-1.5,0.0,-6.5,-29.0,1.0,0.5461060006983587
2025-26-Mississippi Val.,2025-26,Mississippi Val.,SWAC,365,-7.139400139431878,0.0,0.0,-7.139400139431878,316,0,-2.0,-4.0,-2.5,-47.0,0.0,-7.139400139431878
2025-26-Cornell,2025-26,Cornell,Ivy League,149,3.647583678469264,0.0,0.0,3.647583678469264,187,0,-1.0,0.0,-13.0,-3.0,4.5,3.647583678469264
2025-26-A&M-Corpus Christi,2025-26,A&M-Corpus Christi,Southland,191,3.1862029406941375,0.0,0.0,3.1862029406941375,191,0,-2.0,-1.0,-10.0,-5.5,2.5,3.1862029406941375
2025-26-Akron,2025-26,Akron,MAC,54,21.21627394793558,0.0,0.0,21.21627394793558,86,0,-1.0,-2.0,8.240000000000009,6.5,11.0,21.21627394793558
2025-26-Wagner,2025-26,Wagner,NEC,302,-8.800143464929612,0.0,0.0,-8.800143464929612,334,0,-1.0,-1.0,-12.5,-30.5,0.0,-8.800143464929612
2025-26-Mercyhurst,2025-26,Mercyhurst,NEC,277,-3.1057192918858547,0.0,0.0,-3.1057192918858547,262,0,-1.5,-2.0,-7.5,-28.5,0.0,-3.1057192918858547
2025-26-UNLV,2025-26,UNLV,Mountain West,111,14.105633068088824,0.0,0.0,14.105633068088824,115,0,15.5,11.0,-8.0,-9.5,30.5,14.105633068088824
2025-26-Colgate,2025-26,Colgate,Patriot,226,2.26375087867185,0.0,0.0,2.26375087867185,201,0,-1.5,0.0,-10.5,-21.0,2.0,2.26375087867185
2025-26-Texas Tech,2025-26,Texas Tech,Big 12,19,51.40774161518648,0.0,0.0,51.40774161518648,16,16,27.0,14.0,7.0,1.5,47.5,51.40774161518648
2025-26-UTEP,2025-26,UTEP,CUSA,268,-6.921519003161698,0.0,0.0,-6.921519003161698,310,0,-0.5,-4.0,-22.0,-17.5,3.0,-6.921519003161698
2025-26-Oregon St.,2025-26,Oregon St.,WCC,170,11.514778842217577,0.0,0.0,11.514778842217577,124,0,2.5,-1.0,-2.5,-9.5,16.5,11.514778842217577
2025-26-NC State,2025-26,NC State,ACC,36,37.44422841209994,0.0,0.0,37.44422841209994,37,37,18.5,14.0,5.0,-2.0,40.0,37.44422841209994
2025-26-Iowa,2025-26,Iowa,Big Ten,27,38.85658819577425,0.0,0.0,38.85658819577425,31,31,13.5,14.0,1.0,3.0,34.5,38.85658819577425
2025-26-Green Bay,2025-26,Green Bay,Horizon,217,2.578407943768717,0.0,0.0,2.578407943768717,195,0,-0.5,-4.0,-13.5,-6.0,4.0,2.578407943768717
2025-26-Alabama,2025-26,Alabama,SEC,18,45.9384634131893,0.0,0.0,45.9384634131893,24,24,28.0,24.0,5.0,1.0,55.5,45.9384634131893
2025-26-Texas St.,2025-26,Texas St.,Sun Belt,235,-1.857484043490281,0.0,0.0,-1.857484043490281,246,0,0.0,-1.0,-17.0,-9.0,3.0,-1.857484043490281
2025-26-LSU,2025-26,LSU,SEC,78,26.85585176164091,0.0,0.0,26.85585176164091,66,66,-1.5,6.0,-2.0,4.0,14.5,26.85585176164091
2025-26-CSUN,2025-26,CSUN,Big West,188,3.9906272121867055,0.0,0.0,3.9906272121867055,180,0,-1.0,0.0,-4.5,-11.5,10.5,3.9906272121867055
2025-26-Hampton,2025-26,Hampton,CAA,270,-7.564365353379394,0.0,0.0,-7.564365353379394,320,0,-0.5,-3.0,-18.0,-23.5,2.0,-7.564365353379394
2025-26-North Texas,2025-26,North Texas,American,137,12.333724271411459,0.0,0.0,12.333724271411459,121,0,-2.0,2.0,-1.5,-7.5,11.0,12.333724271411459
2025-26-Sam Houston,2025-26,Sam Houston,CUSA,107,10.155613996615454,0.0,0.0,10.155613996615454,132,0,-1.0,-2.0,-5.0,0.5,10.0,10.155613996615454
2025-26-UC Davis,2025-26,UC Davis,Big West,178,1.1370117117578218,0.0,0.0,1.1370117117578218,213,0,4.5,-5.0,-14.0,1.0,10.0,1.1370117117578218
2025-26-N.C. Central,2025-26,N.C. Central,MEAC,342,-4.654039708149604,0.0,0.0,-4.654039708149604,281,0,-2.5,0.0,-10.0,-31.0,0.0,-4.654039708149604
2025-26-Air Force,2025-26,Air Force,Mountain West,350,-0.4034381313219271,0.0,0.0,-0.4034381313219271,231,0,-3.5,-7.0,-20.0,-18.5,0.0,-0.4034381313219271
2025-26-Morgan St.,2025-26,Morgan St.,MEAC,352,-8.20287117601955,0.0,0.0,-8.20287117601955,331,0,-0.5,-3.0,-1.5,-39.0,1.0,-8.20287117601955
2025-26-Cincinnati,2025-26,Cincinnati,Big 12,49,32.27844577227885,0.0,0.0,32.27844577227885,50,50,8.0,12.0,3.0,-0.5,27.5,32.27844577227885
2025-26-Tennessee St.,2025-26,Tennessee St.,OVC,172,9.779053123152124,0.0,0.0,9.779053123152124,135,0,-1.0,3.0,0.5,-16.0,5.5,9.779053123152124
2025-26-Quinnipiac,2025-26,Quinnipiac,MAAC,211,3.6521815963426647,0.0,0.0,3.6521815963426647,186,0,-1.0,1.0,-3.5,-17.5,6.5,3.6521815963426647
2025-26-Little Rock,2025-26,Little Rock,OVC,309,-10.460538978630737,0.0,0.0,-10.460538978630737,350,0,-0.5,-3.0,-15.0,-35.0,0.0,-10.460538978630737
2025-26-Wisconsin,2025-26,Wisconsin,Big Ten,25,46.94389878261436,0.0,0.0,46.94389878261436,23,23,32.0,14.0,2.5,3.0,49.5,46.94389878261436
2025-26-Long Beach St.,2025-26,Long Beach St.,Big West,257,-5.797586982753849,0.0,0.0,-5.797586982753849,301,0,-1.0,0.0,-25.5,-17.0,3.5,-5.797586982753849
2025-26-Minnesota,2025-26,Minnesota,Big Ten,80,23.700329741653043,0.0,0.0,23.700329741653043,77,0,8.0,11.0,-11.5,3.5,23.0,23.700329741653043
2025-26-Samford,2025-26,Samford,SoCon,218,-0.5685021400747488,0.0,0.0,-0.5685021400747488,232,0,-1.0,-1.0,-11.0,-14.0,4.0,-0.5685021400747488
2025-26-Houston Christian,2025-26,Houston Christian,Southland,294,-6.974685993182909,0.0,0.0,-6.974685993182909,312,0,-1.0,-4.0,-11.5,-31.5,1.0,-6.974685993182909
2025-26-Eastern Ill.,2025-26,Eastern Ill.,OVC,320,-5.767695293616384,0.0,0.0,-5.767695293616384,300,0,-1.5,-1.0,-12.5,-39.0,0.0,-5.767695293616384
2025-26-New Hampshire,2025-26,New Hampshire,America East,348,-7.677800746740068,0.0,0.0,-7.677800746740068,322,0,-1.5,-2.0,-12.5,-40.5,0.0,-7.677800746740068
2025-26-Siena,2025-26,Siena,MAAC,183,2.9780599985513376,0.0,0.0,2.9780599985513376,193,0,-0.5,0.0,-13.0,-5.5,2.0,2.9780599985513376
2025-26-Grand Canyon,2025-26,Grand Canyon,Mountain West,71,19.452984046834334,0.0,0.0,19.452984046834334,90,0,11.0,5.0,-1.0,1.0,23.5,19.452984046834334
2025-26-High Point,2025-26,High Point,Big South,76,15.972925742246147,0.0,0.0,15.972925742246147,107,0,0.0,-2.0,0.0,6.5,5.0,15.972925742246147
2025-26-Oregon,2025-26,Oregon,Big Ten,109,25.37790718932029,0.0,0.0,25.37790718932029,70,0,-2.5,3.0,-4.5,3.0,12.0,25.37790718932029
2025-26-Texas Southern,2025-26,Texas Southern,SWAC,322,-4.814893562955625,0.0,0.0,-4.814893562955625,283,0,-2.0,-1.0,-5.0,-39.0,0.0,-4.814893562955625
2025-26-N.C. A&T,2025-26,N.C. A&T,CAA,276,-8.915690084892226,0.0,0.0,-8.915690084892226,337,0,0.0,-4.0,-17.0,-25.0,3.0,-8.915690084892226
2025-26-Northwestern St.,2025-26,Northwestern St.,Southland,301,-4.189350712137404,0.0,0.0,-4.189350712137404,276,0,-2.0,-4.0,-9.0,-36.5,1.0,-4.189350712137404
2025-26-Prairie View,2025-26,Prairie View,SWAC,300,-2.085464375996118,0.0,0.0,-2.085464375996118,249,0,-2.0,-1.0,-2.5,-37.0,0.0,-2.085464375996118
2025-26-Seton Hall,2025-26,Seton Hall,Big East,53,28.044248914199866,0.0,0.0,28.044248914199866,64,64,1.5,17.0,2.0,3.0,28.5,28.044248914199866
2025-26-Indiana St.,2025-26,Indiana St.,MVC,213,-3.375648235603201,0.0,0.0,-3.375648235603201,265,0,-1.5,-3.0,-20.5,-9.0,4.5,-3.375648235603201
2025-26-San Diego,2025-26,San Diego,WCC,234,0.9801432636773626,0.0,0.0,0.9801432636773626,217,0,-2.0,-2.0,-11.0,-21.5,6.5,0.9801432636773626
2025-26-La Salle,2025-26,La Salle,Atlantic 10,246,-0.27475928816907214,0.0,0.0,-0.27475928816907214,228,0,-1.5,-5.0,-24.5,-2.0,5.5,-0.27475928816907214
2025-26-Southeast Mo. St.,2025-26,Southeast Mo. St.,OVC,224,6.836942275047175,0.0,0.0,6.836942275047175,155,0,-1.5,0.0,-0.5,-28.5,2.0,6.836942275047175
2025-26-Texas A&M,2025-26,Texas A&M,SEC,44,36.91076194639722,0.0,0.0,36.91076194639722,38,38,18.5,9.0,4.0,4.0,34.0,36.91076194639722
2025-26-Purdue Fort Wayne,2025-26,Purdue Fort Wayne,Horizon,254,0.36754980678617954,0.0,0.0,0.36754980678617954,222,0,-1.5,1.0,-8.5,-15.5,6.5,0.36754980678617954
2025-26-Detroit Mercy,2025-26,Detroit Mercy,Horizon,221,0.11721311280741276,0.0,0.0,0.11721311280741276,225,0,-0.5,-1.0,-12.0,-10.5,5.5,0.11721311280741276
2025-26-New Mexico St.,2025-26,New Mexico St.,CUSA,190,-4.47652690570235,0.0,0.0,-4.47652690570235,278,0,0.0,1.0,-14.0,-21.0,8.5,-4.47652690570235
2025-26-Saint Francis,2025-26,Saint Francis,NEC,353,-7.788688817996459,0.0,0.0,-7.788688817996459,323,0,-1.5,-2.0,-10.0,-47.0,0.0,-7.788688817996459
2025-26-Delaware,2025-26,Delaware,CUSA,287,-7.675813166270586,0.0,0.0,-7.675813166270586,321,0,-0.5,1.0,-12.5,-38.0,7.5,-7.675813166270586
2025-26-Richmond,2025-26,Richmond,Atlantic 10,165,3.9484446160136244,0.0,0.0,3.9484446160136244,181,0,3.5,-5.0,-10.5,-9.0,11.0,3.9484446160136244
2025-26-Missouri St.,2025-26,Missouri St.,CUSA,206,-4.499800629703074,0.0,0.0,-4.499800629703074,279,0,-0.5,-3.0,-17.5,-16.0,5.0,-4.499800629703074
2025-26-App State,2025-26,App State,Sun Belt,192,0.9998497177124221,0.0,0.0,0.9998497177124221,216,0,-0.5,6.0,-13.0,-17.5,7.0,0.9998497177124221
2025-26-George Mason,2025-26,George Mason,Atlantic 10,92,19.386308400636153,0.0,0.0,19.386308400636153,91,0,3.5,0.0,1.0,4.5,17.5,19.386308400636153
2025-26-ETSU,2025-26,ETSU,SoCon,139,8.157422687817018,0.0,0.0,8.157422687817018,146,0,-1.0,0.0,-8.0,-10.5,2.0,8.157422687817018
2025-26-UNI,2025-26,UNI,MVC,72,16.57189122766743,0.0,0.0,16.57189122766743,102,0,-1.0,6.0,-3.0,5.5,17.0,16.57189122766743
2025-26-Fairfield,2025-26,Fairfield,MAAC,240,-0.2606607874411324,0.0,0.0,-0.2606607874411324,227,0,-0.5,0.0,-13.0,-15.0,2.0,-0.2606607874411324
2025-26-Old Dominion,2025-26,Old Dominion,Sun Belt,255,-5.690240452624529,0.0,0.0,-5.690240452624529,299,0,-1.0,-4.0,-19.5,-20.0,3.0,-5.690240452624529
2025-26-Drake,2025-26,Drake,MVC,199,-1.4645236445100878,0.0,0.0,-1.4645236445100878,242,0,-1.0,-1.0,-20.0,-1.5,10.0,-1.4645236445100878
